ymd,jyo,racenum,age,joken,track,kyori,baba,tosu,tan,fuk1,fuk2,fuk3,umaren,umatan,3renpuku,3rentan,wide1,wide2,wide3,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,winrate,topodds
20250330,9,9,2,10,17,2000,1,11,5760,740,170,350,6030,13590,22190,166920,2030,6000,760,6,4,2,8,5,9,3,7,1,10,11,0,0,0,0,0,0,0,0.250,2.2,
20250330,6,4,1,703,24,1800,2,16,160,110,160,800,540,780,11930,26650,250,1560,6260,1,10,2,4,8,15,12,13,3,9,5,16,7,6,11,14,0,0,0.356,1.6,
20250330,6,5,1,703,18,2200,2,18,290,130,160,170,790,1410,1890,7310,320,360,660,1,4,7,17,12,6,9,8,11,2,13,16,14,3,18,5,10,15,0.232,2.9,
20250330,6,7,2,5,24,1800,2,16,1420,400,150,190,2220,4410,3210,21100,810,1140,390,11,2,9,3,1,6,4,12,5,10,7,15,8,13,14,16,0,0,0.290,3.9,
20250330,6,8,2,5,24,1200,2,16,6710,1470,240,540,22270,17740,86730,590410,5220,10590,2130,15,9,4,8,10,12,6,2,14,3,7,1,5,16,13,11,0,0,0.124,12.6,
20250330,6,9,1,5,17,2000,1,7,940,290,120,0,590,2120,5340,33910,290,2780,1240,2,5,7,4,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0.228,1.7,
20250330,9,1,1,703,24,1800,1,12,140,100,320,120,1100,1510,1170,4330,450,140,970,1,3,6,2,11,9,10,7,4,12,5,8,0,0,0,0,0,0,0.297,1.4,
20250330,7,1,1,703,23,1800,2,12,420,220,230,440,1610,3100,9710,36230,770,1710,1490,6,2,7,5,3,4,10,1,12,9,8,11,0,0,0,0,0,0,0.183,4.0,
20250330,7,4,1,703,11,2000,1,13,650,210,240,120,3020,7620,1970,21950,780,240,380,5,3,1,6,2,11,7,10,4,9,8,13,12,0,0,0,0,0,0.231,2.1,
20250330,7,6,2,5,11,2200,1,12,400,190,240,180,2180,3150,3710,15550,730,560,970,1,4,2,3,8,7,9,6,5,10,0,11,0,0,0,0,0,0,0.274,4.0,
20250330,7,7,2,5,23,1800,2,9,320,170,160,350,580,1220,2320,8690,230,770,730,1,4,2,9,5,7,3,6,8,0,0,0,0,0,0,0,0,0,0.271,3.2,
20250330,7,8,1,5,11,2200,1,7,260,140,140,0,300,620,260,1390,140,120,150,1,2,3,4,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0.411,2.6,
20250330,7,9,2,5,23,1400,1,14,3360,430,200,160,6780,18170,7410,91430,1760,1250,440,0,2,3,11,4,8,5,12,9,10,6,1,7,13,0,0,0,0,0.228,0.0,
20250330,7,11,2,999,11,1200,1,18,380,160,140,330,820,1460,2900,11080,360,1150,860,2,1,3,4,7,6,18,15,10,9,11,16,12,8,5,13,14,17,0.183,3.5,
20250330,9,2,1,703,24,1400,1,16,320,150,400,200,3140,4920,4830,21970,1040,390,1520,3,5,9,4,1,11,15,16,7,12,2,10,6,8,13,14,0,0,0.142,5.2,
20250330,6,12,2,10,18,1200,1,13,1600,360,130,220,1850,4830,3290,32130,750,1100,410,2,1,4,3,5,13,11,7,9,12,8,6,10,0,0,0,0,0,0.272,2.2,
20250330,9,10,2,16,18,2400,1,12,1720,350,440,230,10900,26510,18720,178050,2890,970,1670,12,3,4,8,1,6,2,5,11,7,10,9,0,0,0,0,0,0,0.336,2.2,
20250330,9,11,2,999,18,1600,1,12,3370,710,640,360,36660,66280,76320,714460,7470,2760,2990,4,7,6,9,0,8,3,11,10,1,5,2,0,0,0,0,0,0,0.185,3.3,
20250330,9,12,2,10,24,1200,1,14,410,170,200,240,1040,2010,3460,17380,430,620,1110,4,1,3,2,14,7,10,13,9,12,6,5,11,8,0,0,0,0,0.194,4.8,
20250330,6,11,2,999,24,1800,2,15,460,180,770,160,9530,16320,14420,106330,3180,570,2920,3,1,9,6,8,2,7,14,5,4,10,12,11,13,15,0,0,0,0.318,2.6,
20250330,7,10,2,16,23,1900,1,16,240,140,220,250,1110,1420,4610,13050,510,760,1130,13,1,12,4,9,2,6,3,5,15,7,11,14,10,16,8,0,0,0.281,5.0,
20250330,9,5,1,703,18,1600,1,18,230,120,270,130,3320,4410,1960,11800,890,190,670,3,11,1,4,8,0,6,9,15,14,16,13,2,12,5,10,7,17,0.310,2.7,
20250330,9,6,1,5,24,1200,1,16,130,110,210,580,700,740,6720,13340,360,1040,3680,1,2,4,13,10,9,5,12,15,7,3,16,6,11,8,14,0,0,0.491,1.3,
20250330,9,7,2,5,17,1400,1,18,660,210,250,360,2080,4440,8330,40850,780,1320,1510,7,1,6,0,2,3,10,4,5,17,15,9,8,12,16,14,11,13,0.245,3.2,
20250330,9,8,2,5,24,1800,1,9,490,220,180,210,1330,2880,1270,7910,380,320,340,1,5,3,4,2,7,8,6,9,0,0,0,0,0,0,0,0,0,0.424,4.9,
20250330,6,2,1,703,24,1200,2,16,510,280,630,830,5070,8280,40440,91110,1460,1970,3810,12,4,2,1,13,3,9,6,8,7,5,11,15,10,16,14,0,0,0.259,7.6,
20250330,6,6,1,5,24,1200,2,16,1080,310,340,210,6350,10370,5780,54230,1640,760,790,15,3,12,1,2,4,16,5,9,8,11,7,14,6,10,13,0,0,0.151,4.1,
20250330,6,10,2,16,18,1200,1,16,570,250,320,420,2930,5290,15040,59880,1070,1640,2590,5,2,12,1,3,4,16,7,14,9,6,8,10,13,11,15,0,0,0.179,3.0,
20250330,7,12,2,10,23,1400,1,16,300,140,170,240,580,1250,2040,7390,290,530,760,1,13,3,2,6,12,11,15,5,4,9,8,7,14,10,16,0,0,0.304,3.0,
20250405,6,5,1,703,17,2000,1,18,340,110,150,110,1010,1830,540,4750,280,180,280,3,1,11,2,4,10,9,6,14,12,5,8,15,17,16,18,13,7,0.318,2.0,
20250405,6,10,2,10,24,1800,2,16,390,170,160,350,860,1580,3450,12570,380,1160,1000,1,2,4,10,7,5,8,6,3,16,13,11,9,14,12,15,0,0,0.434,3.9,
20250405,6,12,2,5,24,1200,2,16,200,110,180,380,550,760,3550,8610,310,760,1410,1,5,6,2,14,4,10,7,3,15,9,16,12,8,11,13,0,0,0.292,2.0,
20250405,9,1,1,703,24,1800,1,16,990,210,110,290,760,2070,3100,18610,350,1990,430,2,4,5,10,7,6,13,9,3,11,1,12,16,14,8,15,0,0,0.336,1.3,
20250405,9,2,1,703,24,1200,1,16,150,110,260,590,1000,1250,9040,23840,430,1120,4900,1,2,8,9,15,3,6,16,13,10,4,5,11,12,7,14,0,0,0.172,1.5,
20250405,9,3,1,703,24,1800,1,16,540,260,240,1580,1700,2350,48020,171790,650,7030,6600,7,6,13,8,11,2,4,14,9,15,3,16,1,5,12,10,0,0,0.160,7.7,
20250405,9,5,1,703,18,1800,1,17,160,110,270,170,1460,1900,2960,10390,510,300,2140,1,5,6,8,2,14,4,10,3,12,17,15,7,9,16,11,13,0,0.199,1.6,
20250405,9,7,2,5,24,1400,1,16,2020,650,1050,2240,38800,79340,503740,2312510,8640,11050,23140,6,16,8,10,5,3,7,2,14,12,4,1,15,11,13,9,0,0,0.202,3.3,
20250405,9,8,2,10,18,1800,1,8,200,110,110,170,380,550,810,2280,160,320,430,1,2,5,4,3,6,8,7,0,0,0,0,0,0,0,0,0,0,0.276,2.0,
20250405,9,9,1,5,18,2400,1,9,170,110,280,200,1340,1790,3190,9730,490,410,1410,1,9,3,6,5,4,7,2,8,0,0,0,0,0,0,0,0,0,0.224,1.7,
20250405,9,10,2,999,24,1400,1,16,240,120,160,170,770,1240,1600,5040,350,360,740,2,6,15,1,10,14,7,5,11,4,3,9,8,12,13,16,0,0,0.296,5.7,
20250405,6,1,1,703,24,1800,3,15,560,210,240,150,2040,3810,2670,15570,760,590,640,3,7,6,4,2,1,13,14,5,8,11,12,15,10,9,0,0,0,0.185,3.1,
20250405,6,2,1,703,24,1200,3,16,110,100,140,270,270,360,1190,2620,180,450,1180,1,2,6,11,12,8,4,7,3,5,15,9,13,10,16,14,0,0,0.624,1.1,
20250405,6,3,1,703,24,1800,3,12,840,170,110,140,950,2860,1190,9020,330,440,250,2,5,3,12,9,11,1,4,7,10,8,6,0,0,0,0,0,0,0.285,2.5,
20250405,6,6,1,703,24,1200,2,16,170,110,170,280,550,760,2010,5280,260,530,1110,1,3,13,16,2,12,5,15,11,10,6,7,14,9,4,8,0,0,0.432,1.7,
20250405,6,7,2,5,24,1800,2,11,240,120,140,440,390,740,2150,6650,200,800,950,2,1,10,11,6,4,8,3,5,7,9,0,0,0,0,0,0,0,0.283,3.2,
20250405,6,8,2,10,18,1600,1,13,2130,560,230,1250,3500,8880,25810,144470,1250,5810,2640,2,10,9,12,4,6,1,11,3,7,13,5,8,0,0,0,0,0,0.173,5.0,
20250405,6,9,1,5,18,2200,1,7,160,110,130,0,210,310,440,1090,130,200,260,1,2,4,6,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0.554,1.6,
20250405,6,11,2,999,18,1600,1,14,170,110,230,250,910,1250,3070,9170,380,430,1130,1,9,11,3,7,2,13,0,12,6,8,4,10,5,0,0,0,0,0.182,1.7,
20250405,9,6,2,5,24,1800,1,8,290,110,140,160,580,1060,850,3710,230,300,360,1,4,7,3,2,5,6,0,0,0,0,0,0,0,0,0,0,0,0.304,2.9,
20250405,9,11,1,999,18,1600,1,11,300,120,120,360,410,900,2390,8180,200,950,1000,1,2,5,4,7,8,11,3,6,9,10,0,0,0,0,0,0,0,0.203,3.0,
20250405,9,12,2,10,24,1400,1,16,1880,520,280,200,11800,22150,18730,169320,3510,1910,980,9,5,3,8,6,7,14,1,2,4,10,13,16,11,12,15,0,0,0.162,4.6,
20250406,6,1,1,703,24,1800,2,13,8520,790,110,2370,4840,17410,94350,820390,1390,24900,5640,11,2,7,9,4,10,5,3,13,7,1,6,12,0,0,0,0,0,0.292,2.4,
20250406,9,1,1,703,24,1200,1,16,160,110,200,150,970,1330,920,4380,370,260,470,1,6,3,2,4,7,5,15,8,13,9,14,12,11,16,10,0,0,0.182,1.6,
20250406,9,2,1,703,24,1800,1,16,400,120,110,120,240,520,530,1790,150,320,180,2,0,3,4,14,1,6,10,15,7,13,5,11,8,12,9,0,0,0.284,1.3,
20250406,9,11,2,999,17,2000,1,15,510,180,260,340,1720,3300,6910,30910,730,990,1460,2,4,3,13,14,7,5,1,8,6,10,8,15,11,12,0,0,0,0.148,6.5,
20250406,6,3,1,703,24,1800,2,13,120,100,170,110,710,920,480,2280,270,120,420,1,3,12,6,8,2,4,10,5,11,7,9,13,0,0,0,0,0,0.535,1.2,
20250406,6,5,1,703,18,1600,1,16,1050,210,150,110,2990,7680,1580,20110,770,440,240,5,3,12,4,2,1,9,15,7,14,11,13,10,8,6,16,0,0,0.194,13.2,
20250406,6,7,1,5,18,1600,1,9,190,110,490,180,2910,4390,7580,25650,1080,400,2200,1,5,2,4,7,9,8,3,6,0,0,0,0,0,0,0,0,0,0.307,1.9,
20250406,6,8,2,5,17,1800,1,13,2200,520,700,340,16120,35750,25290,250640,2990,1360,1770,4,9,3,10,5,8,1,2,11,6,7,13,12,0,0,0,0,0,0.283,1.6,
20250406,6,11,2,16,17,2000,1,16,340,150,430,170,4200,6300,4540,29230,1450,400,1230,7,8,2,16,1,11,3,14,5,10,15,12,6,4,9,13,0,0,0.236,4.4,
20250406,6,12,2,10,24,1200,2,15,170,110,140,160,340,500,780,2040,210,240,570,1,2,9,3,4,7,10,11,6,5,8,12,13,15,14,0,0,0,0.430,1.7,
20250406,9,10,2,16,18,1600,1,14,520,190,370,150,6250,9890,5370,37560,1630,410,1000,4,1,3,7,12,2,8,5,6,13,10,9,11,14,0,0,0,0,0.212,4.3,
20250406,9,5,1,5,24,1800,1,14,840,200,560,110,7770,16990,3360,40240,1840,320,780,3,10,6,5,9,13,1,12,2,8,11,4,7,14,0,0,0,0,0.356,1.8,
20250406,6,10,2,16,24,1800,2,16,530,210,280,1560,4420,8350,76310,278400,1430,6380,6700,4,5,1,16,10,7,11,12,9,3,14,13,15,8,2,6,0,0,0.258,3.0,
20250406,6,9,2,10,17,2500,1,12,190,120,2800,370,22380,25360,74750,407190,7080,750,22320,1,6,2,4,5,12,8,10,3,11,9,7,0,0,0,0,0,0,0.350,1.9,
20250406,9,4,1,703,18,2400,1,14,510,190,1090,130,13710,25070,12510,91710,3950,320,2720,1,6,3,2,8,14,10,4,13,5,12,11,9,7,0,0,0,0,0.182,5.1,
20250406,9,6,2,5,17,2000,1,11,600,190,180,170,1920,3440,2080,19510,570,500,510,7,2,1,3,9,4,5,8,10,11,6,0,0,0,0,0,0,0,0.233,2.0,
20250406,9,7,2,10,24,1800,1,10,160,110,160,170,590,680,1760,4380,250,420,750,1,2,4,10,3,6,8,7,5,9,0,0,0,0,0,0,0,0,0.260,1.6,
20250406,9,8,2,10,17,1200,1,10,380,130,150,120,1300,2240,1000,6610,400,240,320,3,4,2,8,9,5,1,6,10,7,0,0,0,0,0,0,0,0,0.250,2.7,
20250406,9,9,1,999,24,1400,1,15,1080,360,550,680,14070,20270,66890,356980,3730,2490,7280,4,7,9,15,8,13,14,1,11,5,10,3,6,2,12,0,0,0,0.341,2.7,
20250406,9,12,2,16,24,1200,1,11,240,130,200,180,920,1390,1740,5840,390,360,780,6,8,3,1,11,7,4,10,9,2,5,0,0,0,0,0,0,0,0.232,5.6,
20250406,6,6,1,5,24,1800,2,14,460,190,200,1340,710,1580,14460,50990,340,4520,4620,11,2,10,1,6,13,5,12,9,7,4,3,14,8,0,0,0,0,0.187,3.2,
20250406,6,2,1,703,24,1200,2,16,140,110,190,1470,380,580,11540,21560,250,2400,9070,1,4,2,6,14,10,15,7,11,5,9,12,13,3,16,8,0,0,0.281,1.4,
20250412,6,6,1,703,24,1800,1,12,300,130,880,110,18610,30010,5710,61340,3470,170,2220,3,1,7,4,11,5,2,8,6,10,9,12,0,0,0,0,0,0,0.315,1.8,
20250412,9,12,2,10,24,1200,1,16,550,240,230,630,2420,4040,13150,60250,740,2510,1730,4,9,1,14,7,11,13,2,3,8,12,5,15,16,6,10,0,0,0.335,3.2,
20250412,9,11,2,999,18,1600,1,14,2970,770,270,560,8640,23880,39970,362400,2370,6670,1580,6,2,7,4,5,1,3,14,8,10,12,11,13,9,0,0,0,0,0.184,9.7,
20250412,9,10,2,16,17,2000,1,16,2660,610,260,700,6380,12080,53990,311460,1820,8120,1840,8,14,6,2,11,10,5,4,3,9,13,6,15,12,1,16,0,0,0.149,4.3,
20250412,9,9,2,10,18,2400,1,9,6090,710,540,120,37050,88850,24290,395270,6730,1920,860,3,4,5,9,1,7,8,6,2,0,0,0,0,0,0,0,0,0,0.371,2.2,
20250412,6,12,2,10,24,1200,1,16,190,110,300,1300,2240,3670,47680,194180,1050,3670,12230,16,1,13,8,4,10,9,14,12,11,15,5,7,6,2,3,0,0,0.123,21.3,
20250412,6,10,2,16,18,1600,1,14,440,190,200,520,1180,2200,6320,23960,510,1210,1760,7,1,2,11,12,4,8,3,8,10,5,13,6,14,0,0,0,0,0.212,2.7,
20250412,6,9,1,5,17,2000,1,9,420,160,320,120,4200,6250,2120,22300,1000,210,820,7,3,1,6,2,5,4,8,9,0,0,0,0,0,0,0,0,0,0.341,4.2,
20250412,6,8,2,5,24,2400,1,14,620,240,420,480,5440,8690,27080,135780,1690,2220,2670,5,4,11,10,3,7,1,2,8,9,6,14,12,13,0,0,0,0,0.147,3.4,
20250412,6,3,1,703,24,1800,2,13,310,120,140,110,840,1560,670,4490,290,190,260,3,2,4,1,5,6,9,7,12,11,8,0,10,0,0,0,0,0,0.264,3.3,
20250412,6,1,1,703,24,1800,2,14,300,180,190,250,780,1220,1650,5150,260,390,400,1,4,2,3,11,10,12,6,5,7,8,13,9,14,0,0,0,0,0.341,3.0,
20250412,3,12,2,5,17,1200,1,16,300,170,430,1460,3070,4340,66460,219220,1030,5980,10610,5,1,4,2,10,8,11,7,13,6,14,12,16,15,3,9,0,0,0.207,4.5,
20250412,3,11,2,999,24,1700,1,15,630,260,280,370,1770,2930,6550,27980,750,1120,1290,9,3,1,4,2,5,7,13,15,6,11,8,12,10,14,0,0,0,0.170,3.9,
20250412,3,9,2,5,17,1800,1,15,270,160,1390,1140,12930,16600,99400,277020,3920,1580,19530,8,4,1,5,13,6,12,7,11,9,10,0,3,14,2,0,0,0,0.177,6.8,
20250412,3,7,2,5,24,1700,1,15,5280,1140,420,150,30560,66730,27150,181330,7530,2450,950,10,9,3,6,11,4,8,7,1,2,0,14,5,13,12,0,0,0,0.203,2.9,
20250412,6,5,1,703,18,2200,1,12,280,110,110,180,200,460,1180,3430,140,700,550,2,4,1,5,6,12,10,3,7,9,11,8,0,0,0,0,0,0,0.359,1.8,
20250412,3,6,1,703,17,1200,1,16,830,300,190,340,2040,4730,5630,27560,690,1000,1000,4,8,2,9,6,16,10,13,15,12,1,3,5,14,7,11,0,0,0.316,1.8,
20250412,3,5,1,703,17,2000,1,16,34740,7500,330,310,143520,315540,252700,4014510,38600,36410,830,11,12,2,7,9,10,6,8,14,3,15,4,1,5,13,16,0,0,0.273,3.0,
20250412,3,4,1,703,24,1150,1,15,350,130,110,180,560,1360,1710,7130,260,660,440,2,8,7,5,6,1,3,15,12,14,10,11,9,13,4,0,0,0,0.210,2.8,
20250412,3,2,1,703,17,1200,1,16,130,110,870,190,3290,4800,8660,41680,1360,320,7700,1,8,7,3,4,16,14,6,12,15,5,9,2,11,13,10,0,0,0.249,1.3,
20250412,3,1,1,703,24,1700,1,15,690,160,110,830,350,1370,2610,18400,150,2000,1040,2,1,6,10,3,12,9,4,5,8,14,7,15,11,13,0,0,0,0.411,1.4,
20250412,9,5,1,5,24,1800,1,11,850,330,220,370,2000,4150,5560,27590,550,1380,640,4,10,5,2,6,11,3,1,7,8,9,0,0,0,0,0,0,0,0.220,3.1,
20250412,3,3,1,703,17,1800,1,16,260,120,130,120,590,1140,460,3310,260,210,250,1,3,2,7,0,5,9,13,4,15,10,6,14,11,12,8,0,0,0.255,2.6,
20250412,3,8,2,5,17,2600,1,16,390,150,270,290,2060,4370,6040,27060,770,550,1490,9,1,15,2,10,8,3,4,13,11,0,12,6,5,14,7,0,0,0.215,2.7,
20250412,3,10,2,10,24,1150,1,16,1480,490,320,190,5940,10900,12980,98360,2010,1740,1030,6,5,8,1,13,14,3,11,7,16,4,9,15,2,12,10,0,0,0.174,2.8,
20250412,6,2,1,703,24,1200,2,16,630,210,250,130,4030,6980,2410,21250,1210,360,450,3,1,4,2,9,7,6,5,12,10,13,14,16,15,11,8,0,0,0.259,1.9,
20250412,6,7,2,5,18,1600,1,16,350,150,160,180,810,1530,1910,7110,310,490,670,1,9,2,11,6,16,3,5,4,14,10,13,7,15,8,12,0,0,0.231,3.5,
20250412,6,11,1,999,18,1600,1,14,550,150,110,220,430,1320,1060,5740,240,540,350,2,3,1,9,4,6,8,12,10,14,5,7,13,11,0,0,0,0,0.343,1.7,
20250412,9,2,1,703,24,1400,1,16,910,210,350,110,6890,14840,3560,51620,1560,300,540,7,4,3,14,1,9,10,11,5,8,2,6,12,15,16,13,0,0,0.168,11.4,
20250412,9,4,1,703,18,1600,1,18,650,180,140,180,860,1570,1990,9690,330,640,510,1,5,2,14,10,17,8,3,6,11,4,7,18,16,15,12,9,13,0.144,6.5,
20250412,9,6,1,5,17,1200,1,11,410,160,150,270,950,1990,2850,13210,360,620,780,0,1,10,4,3,7,5,6,8,2,9,0,0,0,0,0,0,0,0.225,3.2,
20250412,9,7,2,5,24,1800,1,9,230,130,740,170,6800,9210,10390,61710,1960,360,2640,5,7,8,3,1,6,9,4,2,0,0,0,0,0,0,0,0,0,0.315,4.7,
20250412,9,8,2,5,24,1200,1,16,320,180,2780,460,23000,28910,111920,515680,7220,1100,31110,13,4,6,5,1,7,11,8,12,15,3,9,2,16,10,14,0,0,0.143,12.0,
20250413,3,9,2,10,17,1200,1,10,410,200,200,270,1230,2480,3160,14010,490,640,760,9,2,4,6,7,3,1,5,8,10,0,0,0,0,0,0,0,0,0.221,15.5,
20250413,6,5,1,703,18,1600,1,16,240,140,300,520,1250,1960,14700,40730,580,1450,6490,5,1,3,13,2,12,14,4,15,11,7,9,8,5,16,10,0,0,0.179,6.1,
20250413,6,10,2,10,17,2000,1,10,350,160,200,220,1160,2040,3670,12570,520,600,920,5,2,3,9,1,6,7,10,4,8,0,0,0,0,0,0,0,0,0.209,4.2,
20250413,3,8,2,5,24,1150,1,16,5410,870,170,200,12050,27880,16050,210810,3070,4880,480,1,7,9,3,15,2,16,10,4,11,8,5,14,12,13,6,0,0,0.151,54.1,
20250413,9,5,1,5,24,1400,1,16,940,300,350,200,6580,14140,14950,106210,1970,1250,1340,12,2,14,11,9,16,13,8,3,10,1,15,7,4,6,5,0,0,0.187,4.3,
20250413,9,11,1,999,18,1600,2,18,500,200,150,200,1000,2000,2200,11060,490,690,400,1,11,4,2,10,5,8,12,17,13,15,3,18,14,6,7,16,9,0.187,5.0,
20250413,3,7,2,5,17,2000,1,16,600,230,2210,400,47670,58200,125510,869560,8940,1520,19210,5,6,4,15,10,8,1,16,3,13,9,7,14,12,11,2,0,0,0.305,1.9,
20250413,3,1,1,703,24,1700,1,15,460,170,150,250,1420,2800,3480,18620,590,990,740,1,7,9,2,15,3,6,12,14,10,5,13,11,8,4,0,0,0,0.190,4.6,
20250413,3,4,1,703,24,1700,1,15,160,110,160,770,350,500,6220,15030,190,1380,4130,1,2,4,6,8,15,11,3,7,5,14,13,10,12,9,0,0,0,0.322,1.6,
20250413,3,5,1,703,17,1800,1,16,300,130,250,170,1460,2530,2540,12820,610,350,1090,10,1,3,4,5,2,15,9,12,7,14,13,11,8,6,16,0,0,0.139,5.2,
20250413,6,12,2,5,24,1200,2,16,320,190,260,480,1610,2410,9420,33180,640,1140,2850,1,4,2,8,6,10,5,3,14,9,16,13,11,12,7,15,0,0,0.134,3.2,
20250413,9,1,1,703,24,1400,1,16,1110,420,240,990,2700,6010,36320,233350,1020,5330,3230,5,6,9,3,4,2,14,12,16,15,1,7,10,8,13,11,0,0,0.366,2.3,
20250413,9,2,1,703,24,1800,1,15,420,160,380,230,2510,4550,5920,31410,950,610,2180,5,1,8,14,13,2,4,9,10,3,7,15,11,12,6,0,0,0,0.317,2.8,
20250413,9,6,2,5,24,1800,2,10,1330,530,310,360,4430,8520,8990,61730,1180,1380,740,5,2,4,6,1,3,7,10,8,9,0,0,0,0,0,0,0,0,0.242,1.8,
20250413,9,7,2,10,18,1600,2,7,300,180,280,0,870,1430,1250,5580,330,250,420,4,1,2,5,3,7,6,0,0,0,0,0,0,0,0,0,0,0,0.303,3.0,
20250413,3,6,2,5,17,1200,1,16,280,140,220,150,1380,2170,1800,8080,530,280,560,3,4,1,12,10,11,2,5,13,7,6,14,9,15,16,8,0,0,0.231,3.9,
20250413,3,12,2,5,24,1700,1,15,1400,390,280,410,7030,16900,34910,185140,2200,2820,2330,15,4,6,1,9,11,3,14,2,7,13,8,5,12,10,0,0,0,0.287,4.6,
20250413,6,2,1,703,24,1800,1,16,7290,970,170,460,9360,33920,47680,639500,2440,8980,1250,7,5,2,4,6,11,3,9,8,16,1,15,10,12,13,14,0,0,0.247,3.3,
20250413,6,3,1,703,24,1200,1,16,870,180,320,110,4160,7620,2980,28080,1140,370,550,3,1,6,9,15,8,5,13,10,11,7,2,4,12,16,14,0,0,0.288,1.7,
20250413,6,9,2,10,24,2400,1,11,340,150,210,310,1100,2050,7280,33730,420,820,1570,1,4,10,7,6,5,2,8,3,9,11,0,0,0,0,0,0,0,0.213,3.4,
20250413,6,11,2,999,18,1200,2,14,650,210,140,1660,890,2400,18740,91570,410,6750,3120,2,12,1,6,9,4,5,7,8,3,13,10,11,14,0,0,0,0,0.257,2.8,
20250413,3,10,2,16,24,1150,1,16,890,250,290,710,2740,7510,14240,84350,1000,2510,1960,12,1,15,2,13,14,16,3,5,8,9,7,11,6,4,10,0,0,0.406,1.7,
20250413,9,9,1,999,17,2000,2,8,580,160,230,110,2650,4140,2010,16410,600,260,490,3,8,4,1,5,2,7,6,0,0,0,0,0,0,0,0,0,0,0.253,2.1,
20250413,9,10,2,999,18,2600,2,11,240,150,260,500,1380,2040,8660,24370,550,1120,3360,6,1,4,8,7,10,2,11,3,5,9,0,0,0,0,0,0,0,0.202,2.7,
20250413,9,12,2,16,24,1800,2,16,310,150,350,230,4650,6670,8620,52420,1430,460,1640,6,1,3,10,7,8,12,5,2,15,4,14,9,13,11,16,0,0,0.242,6.8,
20250413,9,8,2,10,24,1800,2,12,1090,340,1530,390,37480,44210,56490,529540,5930,1400,4850,4,8,11,7,1,6,12,5,3,9,10,2,0,0,0,0,0,0,0.268,2.8,
20250413,6,7,1,5,24,1800,1,10,560,210,480,300,4960,9270,27760,125150,1470,1020,3840,10,5,7,1,4,8,6,3,9,2,0,0,0,0,0,0,0,0,0.241,2.5,
20250413,6,6,1,703,17,2000,1,18,840,200,130,190,880,2220,1860,13140,350,800,330,3,2,6,4,7,17,9,13,11,18,12,1,14,10,5,8,16,15,0.189,5.3,
20250413,6,8,1,5,24,1200,1,16,280,160,330,180,2220,3320,2980,15970,720,380,840,1,3,4,2,14,13,8,6,10,7,5,15,16,9,11,12,0,0,0.212,2.8,
20250413,3,3,1,703,17,2600,1,16,490,180,160,1070,730,1490,8050,33480,340,3210,2200,2,5,1,6,9,10,13,11,7,3,16,15,12,14,4,8,0,0,0.139,3.0,
20250413,3,11,2,999,17,2000,1,15,670,250,380,400,4230,7110,16360,84220,1730,1450,2480,5,10,6,13,9,2,15,3,1,4,11,8,12,7,14,0,0,0,0.242,4.3,
20250419,9,2,1,703,24,1200,1,16,770,240,330,1280,4750,9010,67420,323980,1330,5070,7920,11,5,7,2,6,10,4,15,13,9,12,8,1,16,3,14,0,0,0.149,18.4,
20250419,9,1,1,703,24,1800,1,16,160,110,1640,140,13870,16260,15770,97170,3410,210,5920,16,1,3,5,13,15,8,9,14,4,10,7,12,6,2,11,0,0,0.198,19.8,
20250419,6,12,2,10,24,1200,1,16,3600,720,670,2860,31740,54460,433110,2957320,7290,27270,23670,0,13,5,12,6,7,1,11,4,2,14,15,9,8,10,3,0,0,0.236,0.0,
20250419,6,10,2,16,24,1800,1,16,1050,270,660,730,10270,19420,69700,304520,2700,3240,5970,7,14,10,15,0,4,13,1,2,12,3,11,9,5,8,6,0,0,0.221,2.5,
20250419,6,9,2,10,18,1200,1,13,180,110,190,850,530,800,4700,12750,310,1110,1730,1,4,2,13,7,5,3,11,8,12,6,9,10,0,0,0,0,0,0.369,1.8,
20250419,6,8,2,5,24,1800,1,14,1360,270,200,210,2630,7090,6410,52540,990,1150,880,8,2,3,1,4,10,6,12,5,14,9,7,13,11,0,0,0,0,0.161,1.8,
20250419,6,6,1,5,17,1800,1,8,340,110,110,140,290,760,480,2810,150,270,190,3,2,1,6,4,5,7,8,0,0,0,0,0,0,0,0,0,0,0.357,5.7,
20250419,6,5,1,703,18,1600,1,16,130,100,100,140,150,200,350,670,110,220,280,1,2,13,4,9,16,14,15,3,5,10,11,6,7,8,12,0,0,0.314,1.3,
20250419,6,3,1,703,24,1200,1,16,430,190,140,630,500,1370,5100,23200,310,2260,940,4,2,3,1,11,9,8,10,6,16,5,12,15,13,7,14,0,0,0.116,31.6,
20250419,6,1,1,703,24,1200,1,14,380,110,100,570,190,590,2040,9940,130,1310,1030,2,1,12,4,5,11,8,6,9,3,7,14,13,10,0,0,0,0,0.388,1.3,
20250419,3,12,2,5,17,1200,1,16,340,180,570,1840,3240,5470,57930,158310,1220,4820,17110,1,10,14,13,15,9,2,3,4,6,5,7,8,11,12,16,0,0,0.211,3.4,
