ymd,jyo,racenum,age,joken,track,kyori,baba,tosu,tan,fuk1,fuk2,fuk3,umaren,umatan,3renpuku,3rentan,wide1,wide2,wide3,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,winrate,topodds
20250608,5,4,1,703,23,1400,1,16,150,110,340,250,880,1150,3550,7570,430,390,2070,1,4,3,9,2,16,12,5,8,6,7,10,11,13,15,14,0,0,0.486,1.5,
20250608,5,12,2,10,23,1600,1,14,1720,350,140,1710,1930,5710,49710,289120,730,20920,4290,9,2,5,7,10,4,6,12,11,1,8,14,3,13,0,0,0,0,0.396,3.0,
20250608,9,2,1,703,24,1800,1,14,390,140,130,610,580,1170,7210,22110,280,2240,1630,6,2,1,7,13,3,10,5,11,4,9,8,14,12,0,0,0,0,0.327,5.8,
20250608,9,3,1,703,24,1400,1,16,510,160,120,140,620,1280,970,4220,280,420,280,1,6,3,2,12,8,9,7,15,16,4,13,5,10,11,14,0,0,0.188,5.1,
20250608,9,4,1,703,24,1800,1,15,260,140,440,150,2950,4020,2000,14770,670,230,910,1,11,3,4,8,5,15,10,14,13,6,2,12,9,7,0,0,0,0.201,2.6,
20250608,9,6,1,703,18,1800,1,18,450,150,460,170,6640,9370,10900,68050,1710,360,1980,14,1,5,3,8,12,4,0,11,10,17,6,13,2,7,15,16,9,0.212,8.7,
20250608,9,8,2,5,24,1800,1,13,350,160,140,430,450,890,2500,8910,270,930,970,10,3,2,4,1,5,13,7,6,8,9,12,11,0,0,0,0,0,0.281,5.7,
20250608,9,9,2,10,18,1800,1,8,180,110,130,110,460,690,510,1780,200,160,310,1,3,4,6,2,8,7,5,0,0,0,0,0,0,0,0,0,0,0.324,1.8,
20250608,9,10,2,10,24,1400,1,16,1260,440,180,320,2510,6840,12570,74920,1080,3060,740,4,2,10,11,7,5,1,16,9,3,14,8,6,12,13,15,0,0,0.181,2.5,
20250608,9,11,2,999,24,1200,1,16,760,310,1440,240,33760,62100,53480,402340,8570,1010,7740,8,5,15,10,4,9,6,7,1,11,2,16,3,13,12,14,0,0,0.153,9.2,
20250608,5,9,2,10,11,2000,1,12,110,110,570,200,2940,3290,4960,16570,990,300,2180,1,8,2,11,3,6,4,7,12,10,5,9,0,0,0,0,0,0,0.507,1.1,
20250608,9,7,1,703,18,1600,1,18,2480,550,210,160,6880,17170,8040,85160,1740,1670,530,3,4,2,6,13,1,10,7,12,14,8,11,18,17,5,15,16,9,0.172,3.4,
20250608,9,12,2,5,17,1400,1,16,500,200,150,300,1030,2320,4790,20630,470,1280,980,6,2,9,1,8,12,16,7,13,5,10,14,3,15,4,11,0,0,0.148,6.3,
20250608,5,7,2,5,23,1400,1,16,370,150,120,230,430,1030,1170,4980,260,590,540,2,1,3,12,5,9,4,6,7,15,11,14,10,16,8,13,0,0,0.162,2.3,
20250608,5,8,2,5,11,1600,1,18,190,120,920,140,9400,10890,9970,49490,2410,250,3760,1,7,4,5,12,13,18,3,10,8,2,9,16,11,14,15,6,17,0.322,1.9,
20250608,5,10,2,10,23,1400,1,16,1610,390,200,450,2980,8440,17560,115960,1210,3340,1520,5,11,2,4,1,15,12,8,3,6,13,16,9,10,7,14,0,0,0.184,2.5,
20250608,5,11,2,999,11,1600,1,18,430,180,540,140,9560,13540,10250,65970,2200,380,1730,12,3,1,7,4,5,11,2,13,10,16,8,17,9,15,6,14,18,0.223,4.4,
20250608,5,1,1,703,23,1600,1,16,610,210,440,2120,3750,7590,107740,514240,1070,7080,19130,4,1,7,5,15,11,16,6,2,8,10,9,12,14,13,3,0,0,0.295,2.5,
20250614,2,2,1,703,24,1700,1,14,310,130,110,230,310,640,740,3160,160,680,470,2,1,10,8,4,6,5,9,7,14,3,13,12,11,0,0,0,0,0.501,2.0,
20250614,5,3,1,703,23,1400,1,16,5840,1050,210,150,11440,22030,13590,158710,2940,2980,490,12,3,8,6,10,4,7,5,2,11,1,14,16,9,13,15,0,0,0.206,4.3,
20250614,2,12,2,5,24,1700,1,14,290,130,190,2130,620,1230,25290,76870,290,6130,8150,1,11,2,10,8,5,13,12,6,7,9,4,14,3,0,0,0,0,0.387,2.9,
20250614,2,11,2,999,17,1200,1,16,620,240,280,870,2240,4670,22950,109940,720,2810,3240,8,1,6,4,0,3,2,13,11,5,7,14,9,12,15,10,0,0,0.392,1.7,
20250614,2,9,2,5,17,2000,1,12,1600,350,180,160,3950,8930,6730,70630,1050,1180,620,7,2,0,11,3,1,4,8,6,10,5,9,0,0,0,0,0,0,0.221,5.5,
20250614,2,8,2,5,24,1000,1,12,230,140,320,230,1960,2870,4470,15140,780,440,1600,4,1,3,6,5,12,2,11,9,7,10,8,0,0,0,0,0,0,0.388,7.3,
20250614,2,7,2,5,17,1200,1,14,340,160,260,550,1390,2060,6230,21640,590,1130,2230,1,5,10,3,2,13,4,12,8,7,9,6,14,11,0,0,0,0,0.263,3.4,
20250614,2,6,1,703,24,1700,1,14,350,170,240,200,1540,2870,2950,15160,730,430,1030,4,2,1,7,5,3,11,10,13,9,12,6,14,8,0,0,0,0,0.274,2.8,
20250614,2,3,1,703,24,1000,1,12,340,170,240,550,1110,1800,10830,42520,460,1760,2470,1,4,2,11,6,3,8,9,5,10,7,12,0,0,0,0,0,0,0.292,3.4,
20250614,9,9,2,5,18,1600,3,13,220,130,150,350,430,780,2310,7650,230,840,1170,1,2,10,8,11,9,7,6,3,5,12,4,13,0,0,0,0,0,0.381,2.2,
20250614,9,10,2,10,24,1200,3,16,330,160,130,200,780,1310,2070,8130,380,820,490,4,2,15,1,16,3,12,10,6,8,11,7,14,13,5,9,0,0,0.254,4.5,
20250614,9,11,2,999,24,1800,3,13,180,120,250,500,1470,1720,7540,18340,550,1060,2250,1,6,9,10,11,4,2,12,3,0,5,7,8,0,0,0,0,0,0.368,1.8,
20250614,9,12,2,5,17,1200,3,16,660,290,320,390,2810,4320,10250,50000,1050,1640,1300,5,13,4,2,6,15,1,8,14,12,10,3,7,16,9,11,0,0,0.190,3.2,
20250614,2,4,1,703,17,1800,1,15,860,210,260,950,2460,5760,29000,142760,720,4700,4330,2,1,9,4,13,6,10,14,3,5,8,7,11,12,15,0,0,0,0.145,8.6,
20250614,2,10,2,10,17,1800,1,16,1100,410,590,1460,7830,13130,129720,411090,2650,7440,8350,8,2,13,15,9,12,4,11,1,6,7,3,5,10,16,14,0,0,0.239,3.2,
20250614,5,2,1,703,11,2400,1,11,470,140,110,270,300,710,1320,6920,180,760,510,2,1,4,7,3,11,5,8,10,9,6,0,0,0,0,0,0,0,0.276,1.5,
20250614,5,9,2,10,23,2100,1,16,1550,460,230,1000,4240,12540,28420,175110,1340,3930,2180,9,2,8,15,6,3,4,14,1,7,12,5,10,16,11,13,0,0,0.251,2.0,
20250614,9,1,1,703,24,1800,2,16,1500,240,110,210,900,3310,1380,17670,350,900,300,2,3,7,5,4,1,10,9,13,8,14,11,6,12,16,15,0,0,0.303,1.5,
20250614,9,2,1,703,24,1400,2,16,2390,430,150,180,2310,7220,3570,32120,770,1430,370,3,2,4,1,9,5,8,6,15,10,14,7,12,13,11,16,0,0,0.228,6.3,
20250614,9,3,1,703,24,2000,2,16,270,120,150,420,400,820,3450,11390,210,1420,1140,2,1,7,13,9,16,4,3,5,15,14,8,11,10,6,12,0,0,0.310,3.4,
20250614,2,1,1,703,17,1200,1,16,470,160,150,140,1130,2160,1580,7680,470,440,390,5,3,2,1,7,4,16,10,15,8,6,12,13,9,14,11,0,0,0.211,9.0,
20250614,5,7,1,703,23,1600,1,16,4020,480,110,140,4470,16400,3980,59630,1340,1250,230,2,3,10,13,5,12,11,8,14,7,9,4,15,1,6,16,0,0,0.331,2.0,
20250614,5,8,2,5,11,1400,1,18,1200,310,140,640,990,3190,10480,52620,560,2340,1260,2,1,4,5,3,7,18,10,8,15,14,6,13,12,11,9,16,17,0.158,1.9,
20250614,5,10,2,16,23,1600,1,16,4770,980,270,340,37190,92560,89020,733110,11010,3910,2120,12,13,6,15,16,9,2,5,7,3,4,14,10,1,10,8,0,0,0.220,3.4,
20250614,5,11,2,999,11,1800,1,15,840,230,960,200,20070,33400,21660,206070,4480,670,2820,12,5,9,6,3,1,14,15,7,2,4,11,10,13,8,0,0,0,0.159,12.0,
20250614,5,12,2,5,23,1400,1,16,280,120,140,150,620,1150,750,3540,280,280,360,1,2,3,12,4,7,13,8,14,15,6,10,5,16,9,11,0,0,0.308,2.8,
20250614,9,4,1,703,18,1600,2,18,760,250,680,270,9430,13950,25120,152920,2430,1190,3470,4,5,3,1,11,2,8,13,6,9,10,14,16,7,18,17,12,15,0.210,2.4,
20250614,9,6,1,703,18,1800,2,18,220,120,150,120,600,1050,660,2700,250,220,340,3,1,2,6,17,11,14,5,16,9,7,4,8,12,18,10,13,15,0.229,3.4,
20250614,9,7,2,5,24,1200,3,16,1670,320,180,130,2520,5130,2610,35310,830,730,410,2,3,11,14,5,1,8,7,12,6,16,10,13,9,15,4,0,0,0.152,4.9,
20250615,2,6,1,703,17,2000,1,13,140,110,200,150,900,1400,1260,4710,440,160,850,1,5,4,7,3,12,6,2,10,0,9,11,8,0,0,0,0,0,0.357,1.4,
20250615,2,11,2,10,17,1200,1,14,170,120,360,980,1670,2250,22250,51350,610,1770,5830,1,6,5,4,7,14,12,13,2,11,9,8,3,10,0,0,0,0,0.259,1.7,
20250615,5,4,1,703,11,1400,2,18,9410,970,210,110,18400,52700,10940,193010,3460,1990,310,3,4,2,6,8,13,16,9,11,15,12,1,5,7,17,14,10,18,0.161,2.0,
20250615,9,8,2,10,24,1800,3,16,5730,1540,300,430,20700,49610,92830,476950,6340,12780,1310,5,6,2,4,15,3,7,13,8,1,11,14,12,16,10,9,0,0,0.250,4.2,
20250615,9,2,1,703,24,1800,4,14,640,230,150,260,1250,2700,3820,19070,520,1130,540,6,2,5,4,3,14,11,13,10,7,12,1,8,9,0,0,0,0,0.272,2.7,
20250615,5,9,2,10,11,1600,2,10,370,140,130,110,1010,1790,660,4570,400,240,250,2,1,3,9,5,8,7,6,4,10,0,0,0,0,0,0,0,0,0.176,4.7,
20250615,2,1,1,703,17,1200,1,16,320,120,200,160,1290,2220,1740,6650,550,360,610,10,3,15,8,4,1,2,13,6,14,16,9,5,12,11,7,0,0,0.170,8.5,
20250615,2,3,1,703,24,1000,1,12,460,150,130,250,560,1210,1830,8530,290,800,570,2,1,8,3,5,10,4,9,11,6,0,7,0,0,0,0,0,0,0.253,2.2,
20250615,9,12,2,16,24,1200,3,16,1040,290,1110,190,29780,42810,62560,473250,7830,870,7530,1,3,9,15,4,10,7,8,14,5,13,6,12,2,11,16,0,0,0.159,10.4,
20250615,2,7,2,5,24,1000,1,9,230,130,150,190,700,1030,1350,4080,270,380,590,2,1,6,4,8,3,5,9,7,0,0,0,0,0,0,0,0,0,0.260,5.4,
20250615,2,8,2,5,17,1200,1,13,750,280,200,660,2310,5410,17630,84210,990,1970,2840,2,8,1,3,10,6,12,11,9,7,5,4,13,0,0,0,0,0,0.250,5.0,
20250615,2,9,2,5,17,1800,1,13,660,190,270,160,2590,4580,2850,17200,730,410,800,3,4,7,11,8,5,1,10,12,2,13,9,6,0,0,0,0,0,0.169,3.2,
20250615,2,10,2,10,24,1700,1,14,1370,400,620,220,16800,30080,24960,157620,5110,1230,1750,5,12,8,9,14,3,4,2,10,7,1,11,13,6,0,0,0,0,0.243,6.1,
20250615,2,2,1,703,24,1700,1,14,220,120,2120,190,14340,19490,23530,111090,5030,320,8190,6,1,4,12,8,5,14,13,11,3,2,9,10,7,0,0,0,0,0.216,19.1,
20250615,5,1,1,703,23,1400,3,16,2370,490,160,540,2460,5760,20150,164330,850,5190,930,2,11,7,6,15,13,1,3,9,12,8,16,4,5,10,14,0,0,0.531,3.0,
20250615,5,2,1,703,23,2100,3,16,170,110,130,280,310,490,1430,4270,180,530,700,1,2,3,9,15,12,7,10,6,16,13,5,11,14,8,4,0,0,0.276,1.7,
20250615,5,3,1,703,23,1600,3,16,180,110,130,150,380,570,740,2010,180,210,530,1,2,3,7,8,14,15,5,9,10,6,16,13,4,12,11,0,0,0.257,1.8,
20250615,2,4,1,703,17,2600,1,10,760,180,130,150,960,2390,1640,12630,390,410,380,2,1,4,3,7,8,5,6,9,10,0,0,0,0,0,0,0,0,0.255,2.7,
20250615,9,11,2,999,17,2200,2,17,1140,370,160,640,2370,5380,23200,127550,960,6520,2080,8,2,17,9,11,14,4,5,7,1,15,3,6,10,12,13,16,0,0.302,6.2,
20250615,9,10,2,16,18,1600,2,18,470,220,560,210,5340,8270,9580,59720,1650,690,1660,1,8,4,3,12,2,11,14,6,7,18,10,5,13,9,16,17,15,0.250,4.7,
20250615,9,9,2,10,17,1200,2,15,210,130,230,360,1270,1980,6210,17180,530,690,2830,1,2,8,4,12,11,13,3,15,6,10,14,5,7,9,0,0,0,0.233,2.1,
20250615,2,12,2,5,24,1700,1,11,300,140,180,320,940,1460,4770,17010,390,800,1370,1,6,0,4,2,8,3,9,7,10,5,0,0,0,0,0,0,0,0.417,3.0,
20250615,9,1,1,703,24,1200,4,16,380,140,190,130,1640,2760,1710,11060,610,320,500,1,6,2,5,10,3,11,14,16,9,7,8,4,12,13,15,0,0,0.200,3.8,
20250615,5,12,2,10,23,1600,3,16,210,120,160,330,530,830,2150,7090,280,520,1260,6,2,1,3,4,12,8,15,7,14,5,10,11,13,9,16,0,0,0.215,8.0,
20250615,5,11,2,999,11,1400,2,14,20720,3550,320,470,82420,182130,234090,2391870,18610,23510,1490,8,2,3,4,7,14,13,11,6,5,12,1,9,10,0,0,0,0,0.263,4.7,
20250615,5,10,2,16,11,2400,2,15,380,210,280,700,2160,3620,23250,81510,860,2910,3430,5,2,1,12,13,7,14,6,10,3,8,11,15,9,4,0,0,0,0.380,6.3,
20250615,5,8,2,5,23,1600,3,16,360,170,440,470,3820,4710,20030,72540,1190,1190,3600,3,15,6,5,7,12,1,16,8,2,4,10,9,13,11,14,0,0,0.136,31.4,
20250615,5,7,2,5,11,2000,2,14,1840,410,110,190,1480,4610,3180,30090,620,1490,320,3,2,6,5,4,1,7,11,10,13,9,8,14,12,0,0,0,0,0.214,8.3,
20250615,5,6,2,5,23,2100,3,16,2730,720,220,410,7060,16000,20150,191060,2190,3940,1090,16,5,3,15,1,12,2,7,4,11,13,8,10,9,6,14,0,0,0.172,3.2,
20250615,9,7,2,5,17,2000,2,10,160,110,170,140,600,790,770,2360,250,170,480,1,3,2,7,8,9,10,6,4,5,0,0,0,0,0,0,0,0,0.521,1.6,
20250615,9,6,2,5,24,1800,3,16,450,160,130,660,530,1540,6490,28710,280,2720,960,9,12,4,2,7,1,0,14,3,8,10,6,11,15,13,5,0,0,0.191,25.8,
20250615,9,4,1,703,17,2200,3,15,800,270,470,370,5030,11620,13330,86210,1720,1400,1360,5,6,7,12,8,2,15,1,3,10,4,11,9,14,13,0,0,0,0.235,1.5,
20250615,9,3,1,703,17,1400,3,18,410,170,290,260,2570,4440,6330,36710,970,690,1430,6,7,9,1,16,13,2,15,3,5,17,18,4,12,11,8,10,14,0.219,7.1,
20250621,9,11,2,999,24,1400,1,16,540,180,480,390,5750,9760,17680,87600,1710,1390,2710,1,4,14,5,11,6,7,3,16,2,12,13,8,9,10,15,0,0,0.213,5.4,
20250621,9,10,2,16,17,2200,1,12,1790,350,430,190,10330,21790,13430,116880,2310,1220,1110,7,4,3,5,9,2,1,10,8,11,6,12,0,0,0,0,0,0,0.282,4.5,
20250621,9,3,1,703,24,1200,1,16,530,280,360,490,3180,5410,12360,51000,1060,1000,1970,4,1,9,2,6,5,11,15,14,16,3,8,7,13,12,10,0,0,0.173,1.9,
20250621,5,7,1,703,23,1300,1,16,170,110,300,240,1190,1680,3500,9610,500,350,1480,1,3,7,5,2,6,4,14,16,13,9,12,11,10,8,15,0,0,0.227,1.7,
20250621,2,11,2,10,17,1200,1,15,2000,520,180,280,4610,10410,9420,64880,1520,2010,860,10,2,9,6,5,13,3,8,11,1,15,12,4,14,7,0,0,0,0.179,2.5,
20250621,2,10,2,5,17,2600,1,8,480,170,310,340,2340,4770,6060,28350,880,820,1640,2,8,5,1,4,6,3,7,0,0,0,0,0,0,0,0,0,0,0.209,10.9,
20250621,2,4,1,703,17,2000,1,16,190,110,130,420,320,540,2280,9090,170,1180,720,12,1,2,4,3,6,14,8,7,10,9,5,16,11,15,13,0,0,0.284,12.3,
20250621,9,9,2,10,18,1600,1,13,600,270,490,770,4050,8280,25890,109760,1370,2160,3150,5,8,11,4,6,3,7,1,10,9,12,2,13,0,0,0,0,0,0.274,2.5,
20250621,9,8,2,5,24,1800,1,16,300,130,260,110,1790,2890,1140,7380,570,180,570,2,3,1,6,7,11,4,5,9,8,10,15,13,12,14,16,0,0,0.198,13.9,
20250621,9,7,2,5,18,2400,1,10,3100,1410,1520,630,23340,57510,48800,517440,4380,2300,2870,4,6,7,1,2,10,3,9,5,8,0,0,0,0,0,0,0,0,0.541,1.5,
20250621,9,6,1,703,17,2000,1,15,350,140,150,350,530,1020,2280,9060,230,820,850,1,9,4,6,2,0,13,3,14,8,11,10,7,5,12,0,0,0,0.212,3.5,
20250621,9,12,2,5,18,1600,1,14,1300,330,810,150,21710,34370,26070,227630,5150,1110,2020,4,6,11,3,5,9,10,13,8,2,1,7,12,14,0,0,0,0,0.292,6.7,
20250621,5,12,2,5,23,1600,1,16,200,110,490,190,3620,4740,6730,28980,1070,370,2980,1,4,3,6,8,16,5,9,2,10,11,7,13,14,15,12,0,0,0.259,2.0,
20250621,2,1,1,703,17,1200,1,16,1510,470,4310,910,96540,155100,620700,3026100,20070,5230,44480,5,8,13,6,9,1,16,3,10,12,7,2,4,15,11,14,0,0,0.170,3.9,
20250621,2,2,1,703,24,1000,1,12,170,110,160,140,530,770,1160,3520,280,200,600,8,1,4,3,2,5,6,12,7,9,10,11,0,0,0,0,0,0,0.193,45.2,
20250621,2,3,1,703,24,1700,1,13,340,140,130,210,480,1070,1610,5060,250,700,390,2,13,8,1,3,4,9,12,7,6,5,11,10,0,0,0,0,0,0.159,2.9,
20250621,2,7,1,703,17,1800,1,16,190,110,170,140,790,1280,1390,5240,350,190,560,1,3,5,12,9,15,2,4,6,8,16,14,11,10,13,7,0,0,0.186,1.9,
20250621,2,8,2,5,24,1000,1,12,440,140,140,130,1180,2260,1350,7330,470,290,340,1,3,6,5,2,8,4,12,11,10,9,7,0,0,0,0,0,0,0.277,4.4,
20250621,2,9,2,5,17,1200,1,10,250,110,140,130,520,940,840,3260,230,240,350,2,3,1,4,5,6,9,8,10,7,0,0,0,0,0,0,0,0,0.362,2.8,
20250621,2,12,2,5,24,1700,1,8,120,100,230,240,1150,1340,2840,7580,340,340,1650,1,4,2,5,8,3,7,6,0,0,0,0,0,0,0,0,0,0,0.602,1.2,
20250621,5,2,1,703,23,1400,1,16,800,280,130,320,1590,3790,6450,30220,670,1970,610,2,9,6,12,8,1,14,3,7,11,10,4,13,16,5,15,0,0,0.179,3.5,
20250621,5,3,1,703,23,1600,1,16,200,110,160,250,620,1000,2360,6090,280,560,1030,1,6,4,14,2,3,5,7,15,10,11,9,13,16,8,12,0,0,0.240,2.0,
20250621,5,4,1,703,11,1600,1,16,190,110,270,330,1190,1610,5600,17660,560,680,2320,1,4,7,15,3,12,9,10,16,14,6,5,8,2,11,13,0,0,0.277,1.9,
20250621,5,8,2,5,11,1800,1,16,220,120,180,130,720,1370,1590,5480,340,230,490,1,3,13,8,15,2,4,5,9,6,16,10,7,11,14,12,0,0,0.356,2.2,
20250621,5,9,2,10,11,2400,1,9,360,120,110,180,280,640,720,4170,150,560,250,2,1,3,4,6,5,8,7,9,0,0,0,0,0,0,0,0,0,0.602,1.4,
20250621,5,10,2,10,11,1400,1,14,370,160,480,170,3690,6150,6850,39110,1200,370,1890,1,7,3,6,2,14,4,8,10,5,9,11,13,12,0,0,0,0,0.191,3.7,
20250621,5,11,2,999,23,2100,1,11,590,170,110,260,640,1770,2750,15680,300,1000,590,2,6,8,1,9,4,10,5,3,7,11,0,0,0,0,0,0,0,0.282,2.1,
20250622,5,2,1,703,23,1600,1,16,1040,360,270,140,4860,10950,5250,42410,1620,740,690,5,4,3,9,2,7,6,10,1,11,8,15,16,12,14,13,0,0,0.176,3.5,
20250622,5,3,1,703,23,2100,1,16,620,190,150,320,1100,2430,4070,18420,440,1260,800,8,4,2,3,1,6,15,7,5,14,9,0,11,13,12,10,0,0,0.250,6.2,
20250622,5,4,1,703,11,1800,1,16,210,110,200,110,2420,3160,710,5730,550,140,390,3,4,1,7,2,16,14,5,11,10,9,12,13,8,15,6,0,0,0.363,2.0,
20250622,9,9,2,10,17,2000,1,9,1180,220,110,120,920,2830,1140,9670,340,560,160,2,3,1,4,5,6,7,8,9,0,0,0,0,0,0,0,0,0,0.241,2.3,
20250622,5,7,2,5,23,1600,1,16,3400,1130,820,570,57690,114350,147360,1555490,11360,4900,3270,7,11,6,3,16,2,5,8,10,1,9,14,15,4,13,12,0,0,0.194,5.5,
20250622,5,8,2,5,11,1600,1,15,3310,540,970,200,39630,66180,49160,485460,8820,2180,2610,9,3,6,5,11,8,4,12,1,14,15,2,7,10,13,0,0,0,0.239,4.7,
20250622,5,9,2,10,23,1400,1,16,930,290,220,390,2010,4380,9970,55600,740,2050,1370,1,2,4,5,12,11,3,9,8,7,15,14,13,16,6,10,0,0,0.229,9.3,
20250622,5,10,2,16,11,1400,1,16,2660,550,520,1100,16290,30360,168780,1245070,3910,9030,3770,15,4,3,6,10,7,2,1,8,9,13,12,16,14,5,11,0,0,0.496,1.7,
20250622,2,9,2,5,17,2000,3,10,610,180,140,330,650,1750,2410,14620,320,1040,640,1,3,5,2,4,6,9,9,8,7,0,0,0,0,0,0,0,0,0.239,6.1,
20250622,2,10,2,10,24,1700,3,14,170,120,320,150,2260,2880,3050,10810,850,240,1260,1,3,6,10,2,14,5,7,4,13,11,12,9,8,0,0,0,0,0.296,1.7,
20250622,2,11,2,16,17,1200,3,15,5960,1150,530,260,31660,69880,81490,859980,7000,6130,2240,7,3,9,4,6,11,10,2,8,15,5,13,1,12,14,0,0,0,0.201,4.2,
20250622,2,12,2,5,24,1700,3,12,290,140,390,160,4250,5820,5530,30460,1380,340,1430,3,9,1,4,8,7,6,12,10,5,2,11,0,0,0,0,0,0,0.137,5.1,
20250622,9,10,2,16,24,1800,1,16,430,250,2580,420,21080,27830,43620,287960,4710,650,9910,6,1,5,4,11,2,10,8,3,15,13,9,12,7,16,14,0,0,0.320,1.6,
20250622,9,11,2,999,18,1600,1,14,800,240,200,4190,2100,4400,152740,519650,900,22950,19380,4,7,1,5,2,10,14,11,12,9,6,12,8,3,0,0,0,0,0.186,18.4,
20250622,9,12,2,10,24,1800,1,15,1830,420,180,250,5300,14080,12020,107710,1560,2030,690,6,3,2,8,15,10,7,5,4,1,11,12,9,14,13,0,0,0,0.205,2.1,
20250622,5,12,2,5,23,1400,1,16,650,270,260,330,3440,4860,12050,50260,1160,1720,1180,13,2,5,3,12,6,8,4,1,9,15,7,11,10,16,14,0,0,0.255,6.5,
20250622,2,2,1,703,24,1700,3,14,490,170,220,210,1360,2600,1730,10980,480,470,430,4,5,2,13,1,3,14,12,6,10,7,8,11,9,0,0,0,0,0.210,4.7,
20250622,2,3,1,703,24,1000,3,12,180,110,220,1590,790,1090,13040,27080,310,2380,7930,1,5,2,0,11,8,6,4,7,3,9,10,0,0,0,0,0,0,0.487,1.8,
20250622,2,4,1,703,17,1800,3,16,5820,1140,350,250,26330,69200,36580,352040,4710,3940,1240,3,10,6,11,2,15,4,9,8,12,7,1,5,16,14,13,0,0,0.176,5.5,
20250622,2,6,1,703,24,1700,3,11,470,160,200,290,1340,2280,4160,19500,560,920,1010,1,2,4,5,11,3,9,6,10,7,8,0,0,0,0,0,0,0,0.238,4.7,
20250622,2,7,2,5,17,1800,3,13,3070,660,630,470,23490,60050,106990,560870,5360,4540,6480,9,6,11,1,5,3,7,2,4,0,10,8,0,0,0,0,0,0,0.193,2.2,
20250622,2,8,2,5,17,1200,3,11,190,120,150,450,370,650,3930,9760,250,890,1840,1,5,2,11,10,3,7,4,9,6,8,0,0,0,0,0,0,0,0.274,1.9,
20250622,5,11,2,999,11,1800,1,14,710,260,230,190,3030,5250,5790,42620,1050,950,630,8,5,12,1,9,14,2,10,3,4,11,6,7,13,0,0,0,0,0.158,3.4,
20250622,9,1,1,703,24,1400,1,16,120,110,810,170,3300,3520,5770,25880,1240,220,4530,1,11,15,13,12,9,3,7,5,6,10,8,4,2,14,16,0,0,0.372,1.2,
20250622,9,2,1,703,24,1800,1,14,150,110,160,210,410,530,1090,2300,200,310,750,1,3,2,4,12,7,5,8,6,9,11,10,14,13,0,0,0,0,0.539,1.5,
20250622,9,3,1,703,18,1600,1,18,850,210,150,170,1530,3560,2180,15230,530,580,350,4,3,10,2,7,1,15,18,16,14,12,6,11,9,5,13,17,8,0.223,4.6,
20250622,9,4,1,703,18,2400,1,15,570,130,110,160,640,1600,1240,6950,250,480,300,2,1,7,4,3,10,6,5,9,12,11,8,14,15,13,0,0,0,0.539,1.8,
20250622,9,7,2,5,17,2000,1,9,590,210,220,140,1780,3530,1280,8880,440,260,270,4,3,1,5,2,6,8,7,9,0,0,0,0,0,0,0,0,0,0.380,1.8,
20250622,9,8,2,5,24,1400,1,16,1330,220,110,210,1170,3590,2480,22220,490,1080,370,6,2,5,4,7,10,14,3,1,12,8,15,13,9,11,16,0,0,0.291,16.7,
20250628,2,12,2,5,24,1700,2,14,800,320,270,290,2450,4190,10310,45000,850,1790,1340,10,4,8,7,9,12,2,3,6,13,1,11,14,5,0,0,0,0,0.197,15.6,
20250628,3,7,2,5,17,2600,1,7,180,130,610,0,2250,3090,930,6710,490,150,620,1,3,4,5,2,6,7,0,0,0,0,0,0,0,0,0,0,0,0.481,1.8,
20250628,3,11,2,16,17,2000,1,16,260,140,250,560,1050,1610,9990,31720,540,1640,3490,1,6,4,2,5,9,10,13,15,11,16,8,12,7,3,14,0,0,0.472,2.6,
20250628,10,3,1,703,24,1700,1,16,2210,960,530,670,7930,18020,42320,248930,2500,3500,2580,13,15,10,5,9,2,3,12,11,8,1,4,6,16,14,7,0,0,0.214,1.8,
20250628,10,4,1,703,17,1800,1,16,250,120,160,130,1090,1550,1370,5750,420,260,480,1,3,7,2,6,15,11,8,12,4,14,10,5,9,13,16,0,0,0.262,2.5,
20250628,10,8,2,5,24,1700,1,16,360,220,190,460,1840,3090,9820,31070,760,1080,2130,0,15,6,2,1,8,14,10,4,7,11,5,3,13,12,9,0,0,0.284,0.0,
20250628,10,7,1,703,17,1200,1,15,2340,310,120,170,2010,7040,2910,33640,770,1500,260,2,3,4,8,1,6,11,9,5,15,12,10,14,7,13,0,0,0,0.279,1.8,
20250628,10,6,1,703,24,1000,1,14,2920,510,140,160,5220,12860,7090,84170,1310,2520,280,3,6,2,5,10,7,9,14,12,11,4,8,1,13,0,0,0,0,0.235,4.2,
20250628,2,10,2,10,17,2000,1,16,230,140,260,230,1510,1950,3440,10730,630,470,1130,1,3,4,16,7,6,2,12,9,11,13,8,14,5,15,10,0,0,0.255,2.3,
20250628,2,11,2,999,17,1200,1,16,2580,570,370,170,16280,33630,28450,241040,4080,2640,1110,16,9,5,3,2,15,10,8,7,1,13,12,4,14,11,6,0,0,0.155,25.2,
20250628,3,2,1,703,24,1150,1,16,300,120,120,930,240,540,5940,20100,150,2280,2280,2,1,13,6,11,5,3,14,0,7,12,4,9,8,15,10,0,0,0.285,1.8,
20250628,3,1,0,703,17,1200,1,10,560,380,590,470,2440,5290,2940,21460,610,500,890,9,3,2,1,6,5,8,4,7,10,0,0,0,0,0,0,0,0,0.203,1.5,
